"UniqueCellID","Group","Poon_et_al_2022_nat_immunol_Human_Lung_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_Skin_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_jejunum_CD4_TRM","Zhang_2022_Gut_Human_Liver_HBV_infiltrating_CD4","Zheng_2017_Cell_Human_HCC_infiltrating_CD4","Argyriou_2022_Nat_Comm_Human_Synovial_tissues_TPH","Law_et_al_2024_Nature_Human_Synovial_tissues_TPH"
"huDistalExp1_plate7_BC31","huDistalExp1_plate7_BC31","H1N1",0.163672832983817,0.29549649209563,0.0559972971416151,0.227560181054458,-0.0422270897658658,-0.010936729440062,0.117281662583921
"huDistalExp1_plate7_BC78","huDistalExp1_plate7_BC78","H1N1",0.0430303775791543,-0.0129467444785029,0.0330013840745411,-0.122241267728915,-0.0322339052101031,-0.00710506020434465,0.0484989307823372
"huDistalExp1_plate7_BC79","huDistalExp1_plate7_BC79","H1N1",0.189803989151915,0.214056322914388,0.131938987316335,0.161335663159789,0.0471860467344197,-0.105127323542662,0.0546703567392489
"huDistalExp1_plate7_BC67","huDistalExp1_plate7_BC67","H1N1",-0.0825568116497329,0.0512136890450984,-0.160427783861658,-0.0400586370347924,-0.0575120711845318,-0.198346527150876,-0.247147069222665
"huDistalExp1_plate7_BC32","huDistalExp1_plate7_BC32","H1N1",0.392202728516204,0.328770183070887,0.221072062684344,0.149515963590248,0.124858192501946,0.187607921996047,0.21803012594305
"huDistalExp1_plate7_BC33","huDistalExp1_plate7_BC33","H1N1",-0.23663160345126,-0.0854000472960228,-0.21367914052891,-0.194831202174044,-0.0974558633341792,-0.209244470923699,-0.0142492629369694
"huDistalExp1_plate7_BC21","huDistalExp1_plate7_BC21","H1N1",-0.327685195063704,0.154573442937575,-0.124103940875139,-0.0418459964550209,-0.147592035191413,-0.131734159666622,-0.208100594446448
"huDistalExp1_plate7_BC35","huDistalExp1_plate7_BC35","H1N1",0.138191896059359,0.226998033571483,0.0840293506449808,0.107109000149735,0.0106241082753747,-0.230259394790491,-0.0386479585447161
"huDistalExp1_plate7_BC60","huDistalExp1_plate7_BC60","C.ALB",0.213822156696798,0.268026861508653,0.0537782641694546,0.297617396393762,0.128771868911868,0.0211921729262903,0.0491225406197416
"huDistalExp1_plate7_BC18","huDistalExp1_plate7_BC18","H1N1",0.00915008888280366,0.301897075178441,-0.0200966454034522,0.0302296665227786,-0.0669004912262408,-0.074057807773412,-0.0734170798975942
"huDistalExp1_plate7_BC63","huDistalExp1_plate7_BC63","H1N1",0.141769468526996,0.0285401124294337,-0.0631279507720423,0.107109844517031,0.181190485596874,0.17980272877632,0.173044561163964
"huDistalExp1_plate7_BC30","huDistalExp1_plate7_BC30","H1N1",-0.025773714598203,0.187108214152445,-0.268701554970868,-0.101293923137133,-0.0103976558417554,-0.184119605372057,-0.144521200527283
"huDistalExp1_plate7_BC36","huDistalExp1_plate7_BC36","H1N1",0.132806115769615,0.276336502661455,-0.03982451114338,0.0759074183323544,0.0643473036285871,0.157039991499437,-0.0254820433077483
"huDistalExp1_plate7_BC62","huDistalExp1_plate7_BC62","H1N1",-0.164332381324379,0.167371778655428,-0.157227191444044,-0.105944712118526,-0.251090482968762,-0.0631062372987793,-0.162432858694042
"huDistalExp1_plate7_BC43","huDistalExp1_plate7_BC43","H1N1",0.0835327917488476,0.261857935735079,0.154530951241706,-0.131927556163409,0.0861277435934202,0.0117049326050689,-0.0765034600627096
"huDistalExp1_plate7_BC50","huDistalExp1_plate7_BC50","H1N1",-0.0859386200990468,-0.0774961495406771,0.0632474052986555,0.155756109290132,0.100866952936131,0.00684876834106707,-0.0797474372726772
"huDistalExp1_plate7_BC64","huDistalExp1_plate7_BC64","H1N1",-0.061127576434304,-0.11971633147528,0.057956239724119,-0.0279249339292837,-0.155982634343627,-0.117587603678583,-0.0731689054808164
"huDistalExp1_plate7_BC25","huDistalExp1_plate7_BC25","H1N1",0.264718822158547,0.0477315125343558,0.167933380829893,0.211511615838142,0.112886837443579,0.171585948969087,0.253440346656529
"huDistalExp1_plate7_BC76","huDistalExp1_plate7_BC76","H1N1",0.113915122063425,0.0746365741119444,-0.0113108822556132,0.141821813110073,0.467836640948027,0.162543840597315,0.206314244003515
"huDistalExp1_plate7_BC42","huDistalExp1_plate7_BC42","H1N1",-0.104500149180753,0.0178743868516104,-0.161084506151626,0.143132453176456,-0.11916185818985,-0.193802151110181,-0.307155967867388
"huDistalExp1_plate7_BC49","huDistalExp1_plate7_BC49","H1N1",0.0520947029264743,-0.00222697987091736,-0.0506849755823351,0.15360934684971,0.0389853862439421,-0.118886465267872,-0.100170921465549
"huDistalExp1_plate7_BC17","huDistalExp1_plate7_BC17","H1N1",-0.0834882100562893,0.120686643824344,0.0708330691674213,0.128835834477001,0.13053183246543,-0.0902391532849069,-0.008491399109682
"huDistalExp1_plate7_BC38","huDistalExp1_plate7_BC38","H1N1",0.410322750822597,0.472204272208807,0.217309973139776,0.261783545885758,0.430673529893726,0.171390195098584,0.363766680630785
"huDistalExp1_plate7_BC68","huDistalExp1_plate7_BC68","H1N1",-0.0698697611626122,0.195035969164635,0.00614763462521078,-0.0163855853018642,0.0518658494757939,-0.0704715896233915,-0.0523645461052948
"huDistalExp1_plate7_BC53","huDistalExp1_plate7_BC53","H1N1",-0.0795015882423834,0.165460620464901,0.0256572639418119,-0.03412945527889,-0.0619950315443218,-0.154576292453567,-0.132293719970171
"huDistalExp1_plate7_BC19","huDistalExp1_plate7_BC19","H1N1",0.127950290321647,0.356476985317535,0.136953341490846,0.101317679123072,-0.0627316035563249,-0.00126795295845938,-0.100765931901491
"huDistalExp1_plate7_BC14","huDistalExp1_plate7_BC14","H1N1",0.233701935974563,0.246590031416579,0.0983488573005415,0.131349301635494,0.166928048446786,0.064666017203645,0.232801500964437
"huDistalExp1_plate7_BC65","huDistalExp1_plate7_BC65","H1N1",-0.0546721404409667,0.22258742293027,0.0404222758201409,-0.00293838146823,0.0903361755178627,-0.111447227780282,-0.116429168545802
"huDistalExp1_plate7_BC92","huDistalExp1_plate7_BC92","H1N1",0.185188252758693,-0.0774334573689561,-0.130043370330764,-0.0495743207760878,-0.0760989368230226,-0.111242103373823,-0.0997621394319614
"huDistalExp1_plate7_BC81","huDistalExp1_plate7_BC81","H1N1",0.181964612127929,0.28549993050568,0.125766998672818,0.258972428737376,0.0766946514713581,-0.0472819366279109,-0.0319451679752181
"huDistalExp1_plate7_BC44","huDistalExp1_plate7_BC44","H1N1",-0.0193763221053447,-0.0607407545351276,0.0489170670022592,0.0727482419523677,0.124612304397868,0.016817160436808,0.128710927832243
"huDistalExp1_plate7_BC69","huDistalExp1_plate7_BC69","H1N1",0.0775165885705897,0.170179540282886,0.0610420041492263,0.0834312443332194,0.0391611641223552,-0.100925001158814,0.0655330246580057
"huDistalExp1_plate7_BC7","huDistalExp1_plate7_BC7","H1N1",-0.0958130716540366,0.362842514194824,-0.0499115862873448,0.297185934448556,0.09315458947787,0.105177345928803,0.126134923027791
"huDistalExp1_plate7_BC80","huDistalExp1_plate7_BC80","H1N1",0.00714252183140129,0.240128070021106,0.00185100351479528,0.036111422272875,0.0607466083574612,0.109412199148455,0.23457888119502
"huDistalExp1_plate7_BC71","huDistalExp1_plate7_BC71","H1N1",-0.0523594192875416,0.270007360859419,0.00466228750355907,0.105448427565486,0.0679487232627189,-0.0953402433008218,-0.148807627904109
"huDistalExp1_plate7_BC89","huDistalExp1_plate7_BC89","H1N1",-0.00532972771495244,0.236185202209575,0.0566432149637828,0.124451236986415,0.0260537463050694,-0.167959474329475,-0.0525212475887212
"huDistalExp1_plate7_BC5","huDistalExp1_plate7_BC5","H1N1",0.0364448244719268,0.105247475944699,0.041437358052464,-0.0963804605282538,-0.0900985500319129,-0.198803920292374,-0.0746710103873005
"huDistalExp1_plate7_BC9","huDistalExp1_plate7_BC9","H1N1",0.414930615620255,0.107874305163252,0.136042571610224,0.0954940994665161,0.0657311746046669,0.0453006799410115,0.0470636981724707
"huDistalExp1_plate7_BC51","huDistalExp1_plate7_BC51","H1N1",0.115628133490345,0.158460587388032,0.161699507566646,0.291661291807764,0.102916686170615,0.182280800391439,0.180260959142051
"huDistalExp1_plate7_BC94","huDistalExp1_plate7_BC94","H1N1",0.00769812540160186,0.181539825447994,-0.0136841500683453,0.209158679965547,-0.078670064334696,-0.0514127681541061,-0.0908399411011483
"huDistalExp1_plate7_BC8","huDistalExp1_plate7_BC8","H1N1",0.260337278603058,0.195471444784763,0.0888316827255587,0.205292732371804,0.0485811794964467,-0.107978487485504,0.0663342438886398
"huDistalExp1_plate7_BC34","huDistalExp1_plate7_BC34","H1N1",0.087565851163092,0.158463476092946,-0.0455258002652329,0.138556004732387,-0.0100968343706419,0.122217507931042,-0.0113109656496155
"huDistalExp1_plate7_BC39","huDistalExp1_plate7_BC39","H1N1",-0.0216909885934367,0.173021177294283,-0.184674240585108,0.267472166083132,0.0342422922890404,-0.0305629374328312,-0.026707997094675
"huDistalExp1_plate7_BC75","huDistalExp1_plate7_BC75","H1N1",0.081367791119509,0.247716088604591,0.0794240167293042,0.267526610442324,0.173573465655855,-0.1735087552417,-0.125870645532244
"huDistalExp1_plate7_BC41","huDistalExp1_plate7_BC41","H1N1",0.310260447222433,0.251745333500034,-0.0528882389598672,0.058030623914007,0.204180830389857,0.101032221387678,0.183293222912498
"huDistalExp1_plate7_BC4","huDistalExp1_plate7_BC4","C.ALB",0.259134217854639,0.274035325410232,0.34062568186056,0.676125711247313,0.182603367320442,-0.00926763351727794,0.199906677945812
"huDistalExp1_plate7_BC59","huDistalExp1_plate7_BC59","H1N1",0.25127754694588,0.189294568187475,0.104038756712552,0.145269542943803,0.21176897554121,0.00922636968367474,-0.0423172374539504
"huDistalExp1_plate7_BC23","huDistalExp1_plate7_BC23","H1N1",0.222142973113969,0.284826639343786,0.285525778347285,0.289843806960793,0.13457994247693,0.163598083124678,0.153478482602241
"huDistalExp1_plate7_BC10","huDistalExp1_plate7_BC10","H1N1",0.273764712814969,0.234577570442316,0.126626853683824,0.343159704537076,-0.0744965792661586,-0.040531451065264,-0.0260372065191554
"huDistalExp1_plate7_BC27","huDistalExp1_plate7_BC27","H1N1",0.135955098672484,0.0180352194068203,0.107510617642324,0.0653837169887487,0.0846954083369255,0.110036823220782,0.125107503114476
"huDistalExp1_plate7_BC95","huDistalExp1_plate7_BC95","H1N1",0.235530281220911,0.228605160830663,0.396865010647749,0.256944016144592,0.108755698028905,0.0105158314220225,0.0911837408637884
"huDistalExp1_plate7_BC22","huDistalExp1_plate7_BC22","H1N1",-0.00420316486623085,0.158233451247477,0.0420106485169152,-0.0515666264142225,-0.101507624970441,-0.254056351825313,0.0334173865030599
"huDistalExp1_plate7_BC3","huDistalExp1_plate7_BC3","H1N1",-0.0306829643181045,-0.107656270125534,0.0465651722389858,0.0818438172303135,-0.108875486399904,-0.068352290255149,-0.0826772913676299
"huDistalExp1_plate7_BC2","huDistalExp1_plate7_BC2","H1N1",0.153001076368084,0.220737412776586,0.185040252046016,0.227406283171401,0.212846251117363,0.0593147210305983,0.0151341405191051
"huDistalExp1_plate7_BC47","huDistalExp1_plate7_BC47","H1N1",0.240608444292068,0.20309372902857,0.0301345537510574,0.241855745643915,0.0302231898064981,-0.0981830528834023,0.0075410447602311
"huDistalExp1_plate7_BC48","huDistalExp1_plate7_BC48","H1N1",0.253239727996245,0.341326772546572,-0.233356442977137,0.0400516308373131,0.0984196452868189,0.169443774261194,0.184901937306931
"huDistalExp1_plate7_BC15","huDistalExp1_plate7_BC15","H1N1",0.202000131964585,0.318911633530152,0.216977098496029,0.161552824587499,-0.0342031180562659,0.132512749796902,0.252734920515541
"huDistalExp1_plate7_BC86","huDistalExp1_plate7_BC86","H1N1",-0.0472236623568094,-0.00793365086351572,-0.220157439328736,0.197713665986558,-0.0405933217638901,-0.129218565122059,-0.174598301043339
"huDistalExp1_plate7_BC90","huDistalExp1_plate7_BC90","H1N1",0.0783291606667081,-0.0306834130093123,0.0611232703721711,0.111787314570734,0.00148509438655298,-0.0764175005773884,-0.0645792422478449
"huDistalExp1_plate7_BC82","huDistalExp1_plate7_BC82","H1N1",0.161847847516634,0.280295492862495,0.173544355327594,0.186368934266998,0.11728141325219,-0.00769267051153955,0.00393565607107632
"huDistalExp1_plate7_BC11","huDistalExp1_plate7_BC11","H1N1",-0.0574895846168504,0.318468717080021,-0.0270629171537172,-0.0517584997102478,-0.0512870940832854,0.0313748197910703,-0.00496794610296358
"huDistalExp1_plate7_BC24","huDistalExp1_plate7_BC24","H1N1",-0.106494952629692,0.327117569788629,0.176914260738744,0.219632060516873,0.103795654371201,-0.200835951700254,-0.193995131538261
"huDistalExp1_plate7_BC26","huDistalExp1_plate7_BC26","H1N1",0.31248110011338,0.42190966687245,0.132631682853785,0.55654104209692,0.138193860802409,0.464053896155394,0.597476486954974
"huDistalExp1_plate7_BC73","huDistalExp1_plate7_BC73","H1N1",0.387155442783653,0.314850891130861,0.182719675649886,0.285376661106863,0.208862769043795,-0.0494195715760914,0.0657581138158221
"huDistalExp1_plate7_BC29","huDistalExp1_plate7_BC29","H1N1",0.0245921151396222,0.198678660116079,-0.057234453244815,0.0830671624019241,-0.0831042568851211,-0.0693216907014411,-0.180933952416603
"huDistalExp1_plate7_BC77","huDistalExp1_plate7_BC77","H1N1",0.195106987289045,0.195153332741439,0.0495764874336249,0.204353264549723,-0.0531187130102594,-0.232202084070737,-0.0466379341295404
"huDistalExp1_plate8_BC37","huDistalExp1_plate8_BC37","H1N1",-0.0324448208208906,0.0643139517060365,-0.0226619092225664,-0.0482298119518151,-0.0137510910863323,-0.036720228586528,-0.0494201605683381
"huDistalExp1_plate8_BC40","huDistalExp1_plate8_BC40","Auto-reactivity",-0.037493757991074,0.139537469380222,-0.106173244318913,0.277518369728699,0.0829651629873885,0.255010912438562,0.153964182114648
"huDistalExp1_plate8_BC88","huDistalExp1_plate8_BC88","Auto-reactivity",0.569948876008577,0.371479621883713,0.448533833529754,0.418974449508437,0.324548775745004,0.31150420920758,0.127769415829928
"huDistalExp1_plate8_BC55","huDistalExp1_plate8_BC55","Auto-reactivity",-0.267333785082532,0.0458591497027412,0.0930816668103275,-0.0579431142772349,0.0200864466319002,-0.061889067635031,0.00364664954218086
"huDistalExp1_plate8_BC2","huDistalExp1_plate8_BC2","Auto-reactivity",0.0263689542779343,-0.0387627128656172,-0.0758404660488992,0.287739449346688,0.193603797111416,0.215469497439261,0.176153516381109
"huDistalExp1_plate8_BC72","huDistalExp1_plate8_BC72","Auto-reactivity",0.176318109340572,0.153812435649904,0.202791478520227,0.523618954383257,0.3314262962271,0.285615246109364,0.374066806725335
"huDistalExp1_plate8_BC43","huDistalExp1_plate8_BC43","Auto-reactivity",0.453798709589686,0.431895146167705,0.441264994356397,0.495936510454719,0.342485099752716,0.271266766881054,0.310839873722242
"huDistalExp1_plate8_BC66","huDistalExp1_plate8_BC66","Auto-reactivity",0.415652615554412,0.294035408702515,0.0223454124012428,0.525702288109761,0.435204898380762,0.519539594834974,0.736046005387142
"huDistalExp1_plate8_BC28","huDistalExp1_plate8_BC28","Auto-reactivity",-0.0171631399775155,-0.00767256617205769,-0.128227746098014,0.212052956213575,0.20171476882003,0.149055014508339,0.178524739474257
"huDistalExp1_plate8_BC1","huDistalExp1_plate8_BC1","Auto-reactivity",0.293210451832704,0.253536415817691,0.324010779243113,0.370712271502431,0.263848453935899,0.22622912466374,0.275710042132758
"huDistalExp1_plate8_BC96","huDistalExp1_plate8_BC96","Auto-reactivity",0.4099176030783,0.187713186694553,0.34111662592709,0.561132900760804,0.469859563352376,0.208026314243438,0.242816862428909
"huDistalExp1_plate8_BC49","huDistalExp1_plate8_BC49","Auto-reactivity",0.11564706657843,0.108950914038312,0.0658636527969985,0.229711124603658,0.109262787829157,0.374950818235091,0.447688005571775
"huDistalExp1_plate8_BC50","huDistalExp1_plate8_BC50","Auto-reactivity",0.343711787529522,0.455944364721441,-0.071077368441799,0.0723750984728116,0.216963137072784,0.219954930216956,0.237049106711708
"huDistalExp1_plate8_BC64","huDistalExp1_plate8_BC64","Auto-reactivity",-0.018658983894848,0.147200347360813,0.0391167998561701,0.263957118487751,0.11297661823866,0.215914623288724,0.175572316462916
"huDistalExp1_plate8_BC83","huDistalExp1_plate8_BC83","Auto-reactivity",0.125660000703838,0.101682066906122,0.0328001064740136,0.192624651708264,0.0582179904738873,0.283661413328051,0.430101872862414
"huDistalExp1_plate8_BC25","huDistalExp1_plate8_BC25","Auto-reactivity",0.106512203331458,0.134749205000147,0.0619757961450237,0.0960709592719341,0.0175850388703578,0.0512606616169625,0.129333121570803
"huDistalExp1_plate8_BC65","huDistalExp1_plate8_BC65","Auto-reactivity",0.0133413704281244,-0.00958770756158511,0.116302090483102,0.167643753433208,0.118528644829851,0.257537180787915,0.206670368816513
"huDistalExp1_plate8_BC14","huDistalExp1_plate8_BC14","Auto-reactivity",0.200486633449322,0.2173545282076,0.117096788161829,0.289904141677254,0.243747268325752,0.395302734655693,0.50171824893769
"huDistalExp1_plate8_BC23","huDistalExp1_plate8_BC23","Auto-reactivity",0.663997166153637,0.497871704110489,0.505698866076747,0.548536178351514,0.429396800195427,0.473513898509097,0.393193526119868
"huDistalExp1_plate8_BC56","huDistalExp1_plate8_BC56","Auto-reactivity",0.269812157044106,0.402066752033395,0.129391262959617,0.517228571512303,0.244027610409902,0.3332537415782,0.344478684077512
"huDistalExp1_plate8_BC57","huDistalExp1_plate8_BC57","Auto-reactivity",0.952377327722074,0.530876293661012,0.354043932935134,0.70979937186826,0.544963170278932,0.689720749258082,0.721169215756025
"huDistalExp1_plate8_BC58","huDistalExp1_plate8_BC58","Auto-reactivity",0.252804243433247,0.144692123069047,0.277054862681427,0.155803149625867,0.302431299399322,0.301794606470885,0.375250811195909
"huDistalExp1_plate8_BC15","huDistalExp1_plate8_BC15","Auto-reactivity",0.121271031217247,-0.0216339128168491,-0.191197537697225,0.230610756457005,0.24123962877959,0.00572967376223299,0.0796272572899929
"huDistalExp1_plate8_BC38","huDistalExp1_plate8_BC38","Auto-reactivity",0.286885910986502,-0.0376616821659418,0.180324335000832,0.531704229553844,0.331199283057324,0.206116556205531,0.144378575765812
"huDistalExp1_plate8_BC63","huDistalExp1_plate8_BC63","Auto-reactivity",0.161516736814407,0.133669978444878,-0.0631533251083929,0.333008039807995,0.134024595796308,0.136216359239011,0.165297992788583
"huDistalExp1_plate8_BC39","huDistalExp1_plate8_BC39","Auto-reactivity",0.126078014198874,0.0361774609705708,0.0658931955605634,0.105724351724447,-0.00195671829327515,0.112839888828995,0.0927473157041552
"huDistalExp1_plate8_BC68","huDistalExp1_plate8_BC68","Auto-reactivity",0.282975832471571,0.320438114127489,0.230102400935259,0.564920115391435,0.154795300281054,0.332877127530344,0.196934721697106
"huDistalExp1_plate8_BC95","huDistalExp1_plate8_BC95","Auto-reactivity",0.291042924738731,0.281400365792738,0.34828390390754,0.385115133503205,0.305862078457839,0.460175352935034,0.421079592649176
"huDistalExp1_plate8_BC31","huDistalExp1_plate8_BC31","Auto-reactivity",0.382067679841101,0.496912400657709,0.39787041558417,0.462238079240287,0.386467768479478,0.244179718186027,0.0117894924965296
"huDistalExp1_plate8_BC33","huDistalExp1_plate8_BC33","Auto-reactivity",-0.0186482936914597,0.0891809337211177,0.0639933772638732,0.246913330091882,0.118687151640369,0.0679275434189888,0.0921990375833804
"huDistalExp1_plate8_BC52","huDistalExp1_plate8_BC52","Auto-reactivity",0.138064358222961,0.0788503752573879,0.0299013323723361,0.187604497817293,0.089347427396429,0.177654835182497,0.142595859995617
"huDistalExp1_plate8_BC27","huDistalExp1_plate8_BC27","Auto-reactivity",0.310694970017473,0.490745507275532,-0.01057432542654,0.446350012230144,0.156218533392392,0.43798355110618,0.516617762194254
"huDistalExp1_plate8_BC69","huDistalExp1_plate8_BC69","Auto-reactivity",0.533709716993531,0.229802115082101,0.181021677093855,0.395227223843576,0.112103685847509,0.0446331431336113,-0.0415737512925212
"huDistalExp1_plate8_BC62","huDistalExp1_plate8_BC62","Auto-reactivity",0.277503916392926,0.280758991509883,-0.00705780267206635,0.402273210837656,0.164033411145877,0.176359957826583,0.133780328430627
"huDistalExp1_plate8_BC94","huDistalExp1_plate8_BC94","Auto-reactivity",0.137244702848681,0.306072222106303,0.0383637426205781,0.298593702492745,0.205926186540766,0.000488943135543929,-0.102675184461511
"huDistalExp1_plate8_BC92","huDistalExp1_plate8_BC92","Auto-reactivity",0.744120444550317,0.273557050048574,0.337941025894673,0.434684014468141,0.229933098751918,0.407652268062746,0.400414902049611
"huDistalExp1_plate8_BC24","huDistalExp1_plate8_BC24","Auto-reactivity",0.331602256247512,0.144600282231046,0.196933668370944,0.295828567676273,0.149876330332928,0.341167768474218,0.435715750169949
"huDistalExp1_plate8_BC79","huDistalExp1_plate8_BC79","Auto-reactivity",0.468302672598982,0.404921995849084,0.132935810887541,0.32576253677681,0.363220828697429,0.392628731991374,0.38569193236798
"huDistalExp1_plate8_BC93","huDistalExp1_plate8_BC93","Auto-reactivity",0.226787943792552,0.192648468613188,0.195974974968007,0.215258522216966,0.339941441472829,0.318522657633747,0.460814933969047
